,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
2464,0,3,1,1.0,35,37.78644,-122.44298,8,0,2,1.0,1.0,1.0,4,2.0,20.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,375.0
2465,0,3,0,2.0,6,37.7883,-122.41022,1,0,2,1.0,0.0,1.0,4,31.0,92.0,87.0,9.0,9.0,10.0,10.0,10.0,9.0,80.0
2466,1,3,1,2.0,9,37.73885,-122.43594,11,0,4,1.0,1.0,3.0,4,31.0,186.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
2467,0,3,0,2.0,15,37.7998,-122.42506,1,1,1,1.0,1.0,1.0,4,31.0,2.0,90.0,9.0,9.0,9.0,10.0,10.0,10.0,43.0
2468,1,0,1,37.0,3,37.79154,-122.40648,4,1,2,1.0,1.0,1.0,4,2.0,6.0,90.0,9.0,9.0,10.0,9.0,10.0,9.0,250.0
2469,1,0,1,37.0,3,37.79152,-122.40674,4,1,2,1.0,1.0,1.0,4,1.0,5.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
2470,1,3,0,2.0,25,37.74114,-122.49292,15,1,2,1.0,1.0,1.0,4,4.0,77.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,89.0
2471,1,1,0,2.0,21,37.71869,-122.44658,15,0,5,1.0,2.0,4.0,4,2.0,16.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,160.0
2472,0,0,0,1.0,14,37.71348,-122.48359,22,1,2,1.0,1.0,1.0,4,30.0,13.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2473,1,1,0,3.0,18,37.75581,-122.43306,15,1,2,1.0,1.0,1.0,4,2.0,42.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
2474,0,1,0,1.0,19,37.80319,-122.40742,1,0,4,1.0,2.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2475,1,1,1,1.0,13,37.76295,-122.45447,15,0,2,1.0,1.0,1.0,4,30.0,125.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
2476,1,1,0,1.0,1,37.74715,-122.40745,15,1,2,1.0,1.0,1.0,4,2.0,47.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,95.0
2477,1,3,0,1.0,29,37.79995,-122.42271,1,0,6,2.0,2.0,3.0,4,30.0,37.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,399.0
2478,1,3,0,3.0,29,37.80535,-122.42158,8,1,1,1.0,1.0,1.0,3,30.0,91.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0
2479,1,1,0,3.0,31,37.78034,-122.39754,8,0,2,1.0,1.0,1.0,4,30.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,197.0
2481,0,1,0,1.0,2,37.76513,-122.44246,8,0,2,1.0,1.0,1.0,4,5.0,2.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,225.0
2482,1,1,1,1.0,34,37.73428,-122.44951,11,0,2,1.0,1.0,1.0,4,3.0,118.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,120.0
2483,0,3,0,1.0,20,37.71742,-122.46542,1,0,4,1.0,2.0,2.0,4,30.0,13.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
2484,1,0,1,37.0,3,37.79146,-122.40638,4,1,2,1.0,1.0,1.0,4,2.0,6.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0
2485,0,0,0,1.0,16,37.75161,-122.42143,1,0,2,1.0,1.0,1.0,4,31.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
2486,0,1,0,1.0,26,37.75503,-122.40184,11,0,3,1.0,0.0,1.0,4,31.0,71.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,155.0
2488,1,1,0,2.0,9,37.73427,-122.43625,15,0,2,1.0,1.0,1.0,4,3.0,4.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,300.0
2489,1,1,0,1.0,1,37.73658,-122.42035,11,0,2,1.0,1.0,1.0,4,3.0,44.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2490,1,1,0,1.0,2,37.75735,-122.4311,15,0,5,1.0,2.0,2.0,4,3.0,118.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,475.0
2491,0,1,0,2.0,16,37.75472,-122.41034,1,0,4,1.0,2.0,2.0,4,3.0,41.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
2492,1,1,1,1.0,18,37.74418,-122.43233,11,0,3,1.0,1.0,1.0,4,1.0,231.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,146.0
2493,1,0,0,6.0,1,37.73418,-122.42537,4,1,1,2.0,1.0,1.0,4,30.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,59.0
2496,1,1,0,2.0,1,37.73459,-122.41968,15,1,3,1.0,1.0,2.0,4,2.0,31.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,130.0
2497,0,3,0,1.0,1,37.74316,-122.41914,15,0,6,3.0,3.0,3.0,4,3.0,21.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,325.0
2498,0,3,1,106.0,6,37.78946,-122.413,20,1,4,1.0,1.0,2.0,4,2.0,54.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,288.0
2499,0,3,0,44.0,16,37.75351,-122.40733,1,0,4,1.0,2.0,2.0,4,30.0,4.0,75.0,9.0,8.0,9.0,9.0,9.0,7.0,114.0
2501,1,1,1,1.0,2,37.76385,-122.44306,11,1,2,1.0,1.0,1.0,4,2.0,214.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
2502,0,1,0,1.0,17,37.79441,-122.41409,1,0,3,1.0,1.0,1.0,4,5.0,13.0,92.0,10.0,8.0,10.0,10.0,10.0,10.0,170.0
2503,0,1,0,483.0,31,37.78796,-122.39299,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
2504,0,1,0,483.0,31,37.7722,-122.39164,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,205.0
2505,0,1,0,483.0,8,37.79069,-122.3932,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,215.0
2506,0,1,0,483.0,8,37.79245,-122.39329,1,0,5,1.0,2.0,3.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,289.0
2507,1,1,0,1.0,16,37.75247,-122.41173,15,1,3,1.0,1.0,1.0,4,3.0,130.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,135.0
2509,0,3,0,1.0,7,37.71793,-122.43393,15,0,9,2.0,3.0,5.0,4,2.0,15.0,89.0,9.0,9.0,10.0,10.0,9.0,9.0,250.0
2510,1,0,1,2.0,26,37.75319,-122.40195,22,1,1,1.0,1.0,1.0,4,2.0,122.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,88.0
2511,0,0,1,13.0,17,37.79024,-122.41938,1,1,2,1.0,1.0,1.0,4,30.0,22.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,120.0
2512,0,3,1,13.0,17,37.79102,-122.41923,1,1,2,1.0,1.0,1.0,4,30.0,14.0,89.0,9.0,9.0,9.0,10.0,10.0,8.0,90.0
2513,0,3,1,13.0,17,37.79206,-122.42135,1,1,2,1.0,1.0,1.0,4,30.0,2.0,70.0,8.0,7.0,10.0,9.0,10.0,7.0,120.0
2514,0,3,1,13.0,17,37.79227,-122.42059,1,1,2,1.0,1.0,1.0,4,30.0,12.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
2515,0,3,1,3.0,8,37.79598,-122.40448,11,0,2,1.0,2.0,2.0,4,30.0,83.0,86.0,9.0,9.0,10.0,9.0,10.0,9.0,108.0
2516,1,3,0,2.0,16,37.7524,-122.42448,12,0,4,1.0,0.0,1.0,4,1.0,160.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,159.0
2517,0,3,1,3.0,12,37.78547,-122.46457,1,0,4,1.0,2.0,2.0,4,30.0,9.0,82.0,9.0,9.0,9.0,9.0,9.0,8.0,139.0
2518,0,0,0,1.0,0,37.72979,-122.37094,1,0,2,1.0,1.0,1.0,4,180.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
2519,0,0,0,25.0,19,37.79849,-122.40407,2,2,2,10.0,1.0,1.0,4,1.0,111.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,69.0
2520,0,3,0,33.0,24,37.79541,-122.43665,1,0,2,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,8.0,10.0,8.0,141.0
2521,0,3,0,10.0,13,37.76549,-122.45321,1,1,2,4.0,1.0,1.0,4,32.0,2.0,50.0,3.0,6.0,7.0,7.0,9.0,4.0,69.0
2522,0,3,0,1.0,19,37.80384,-122.40892,8,0,4,2.0,2.0,2.0,4,30.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
2523,0,3,0,101.0,18,37.74879,-122.4262,1,0,4,2.0,2.0,2.0,4,30.0,1.0,100.0,10.0,8.0,10.0,6.0,10.0,8.0,335.0
2524,1,3,0,4.0,35,37.78269,-122.42847,22,0,6,2.0,3.0,4.0,4,30.0,33.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,275.0
2525,0,3,0,33.0,28,37.78784,-122.45171,1,0,2,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,124.0
2526,0,3,0,33.0,29,37.79749,-122.41927,22,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0
2527,1,1,0,1.0,9,37.73563,-122.4377,5,1,2,1.0,0.0,1.0,2,3.0,99.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
2528,1,1,0,2.0,16,37.761,-122.4218,8,0,2,1.0,1.0,1.0,4,2.0,30.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,245.0
2530,0,1,1,1.0,1,37.73567,-122.423,11,0,4,1.0,1.0,2.0,4,2.0,86.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,159.0
2531,1,3,1,2.0,26,37.75948,-122.39655,1,1,2,1.0,1.0,1.0,4,5.0,77.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
2532,1,3,1,2.0,1,37.74058,-122.41581,15,0,4,1.0,2.0,2.0,4,30.0,71.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,141.0
2534,1,3,1,4.0,31,37.77733,-122.41078,15,1,2,1.0,1.0,1.0,4,1.0,133.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2535,1,3,1,4.0,31,37.77622,-122.41113,15,1,2,1.0,1.0,1.0,4,1.0,124.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
2536,1,3,1,4.0,31,37.77716,-122.40931,15,1,2,1.0,1.0,1.0,4,1.0,134.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,90.0
2537,1,3,1,4.0,31,37.77737,-122.41072,15,1,2,1.0,1.0,1.0,4,1.0,122.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,80.0
2538,1,3,0,35.0,3,37.79209,-122.40611,1,0,3,1.0,2.0,2.0,4,30.0,3.0,87.0,9.0,10.0,10.0,9.0,10.0,10.0,149.0
2539,1,3,0,35.0,3,37.79202,-122.40585,1,0,3,1.0,2.0,2.0,4,30.0,4.0,75.0,7.0,8.0,7.0,7.0,9.0,8.0,149.0
2540,1,3,0,35.0,3,37.79204,-122.40618,1,0,2,1.0,1.0,1.0,4,30.0,2.0,80.0,10.0,7.0,10.0,10.0,10.0,9.0,126.0
2541,0,3,0,4.0,6,37.78199,-122.4217,14,1,14,14.0,14.0,14.0,4,7.0,11.0,80.0,8.0,8.0,9.0,10.0,8.0,8.0,69.0
2542,0,3,1,44.0,16,37.76515,-122.40584,1,0,2,1.0,1.0,1.0,4,3.0,76.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,114.0
2543,0,3,0,44.0,16,37.7629,-122.41873,1,0,2,1.0,1.0,1.0,4,30.0,8.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,99.0
2544,0,3,0,1.0,18,37.74494,-122.43084,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
2545,0,3,0,4.0,6,37.78208,-122.42177,14,1,2,1.0,1.0,2.0,4,7.0,10.0,78.0,7.0,7.0,8.0,9.0,7.0,8.0,69.0
2546,1,1,0,2.0,12,37.77928,-122.4528,8,0,5,2.0,2.0,2.0,4,2.0,38.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
2548,0,3,0,44.0,16,37.75726,-122.40933,1,0,4,2.0,2.0,3.0,4,30.0,5.0,88.0,8.0,9.0,10.0,10.0,10.0,9.0,118.0
2549,0,0,0,1.0,13,37.75122,-122.47071,15,1,2,1.0,1.0,1.0,4,1.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
2550,1,3,0,2.0,25,37.74143,-122.49269,15,1,2,1.0,1.0,1.0,4,4.0,118.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,79.0
2551,1,3,0,1.0,18,37.74459,-122.42752,11,0,4,1.0,2.0,2.0,4,3.0,88.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
2552,1,3,1,10.0,29,37.79666,-122.42316,1,0,4,1.0,1.0,2.0,4,2.0,41.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,277.0
2553,0,3,0,3.0,22,37.78002,-122.50385,15,1,2,1.0,1.0,1.0,4,3.0,66.0,94.0,10.0,9.0,10.0,10.0,9.0,10.0,87.0
2554,0,3,0,1.0,1,37.73294,-122.41297,15,1,2,1.0,1.0,2.0,4,1.0,72.0,90.0,9.0,10.0,10.0,9.0,9.0,9.0,110.0
2555,1,1,0,1.0,0,37.73482,-122.39578,11,0,2,1.0,1.0,1.0,4,2.0,104.0,93.0,10.0,10.0,10.0,9.0,9.0,10.0,219.0
2556,0,3,1,2.0,19,37.79923,-122.40541,1,0,4,1.0,2.0,2.0,4,30.0,39.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0
2557,1,3,0,6.0,17,37.79014,-122.41685,1,0,2,1.0,1.0,1.0,4,30.0,13.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0
2558,1,1,1,1.0,23,37.76182,-122.50462,21,0,4,1.0,2.0,3.0,4,4.0,69.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,230.0
2560,0,3,0,87.0,16,37.75463,-122.42465,1,0,3,1.0,1.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
2561,1,1,1,2.0,1,37.74054,-122.41867,15,0,3,1.0,1.0,2.0,4,60.0,7.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
2563,1,1,0,2.0,7,37.72547,-122.43211,1,0,3,1.0,1.0,2.0,4,7.0,96.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,105.0
2564,0,1,0,1.0,26,37.76159,-122.40461,1,0,5,1.0,2.0,3.0,4,3.0,71.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,230.0
2565,0,3,0,1.0,35,37.77419,-122.42944,8,0,3,2.0,1.0,3.0,4,3.0,26.0,89.0,9.0,9.0,9.0,9.0,10.0,8.0,280.0
2566,0,3,0,3.0,16,37.76564,-122.41746,1,1,2,2.0,1.0,1.0,4,3.0,157.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,135.0
2567,0,3,1,6.0,23,37.74608,-122.50361,15,1,2,1.0,1.0,1.0,4,30.0,11.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,110.0
2568,1,3,0,1.0,2,37.75995,-122.43539,1,0,2,1.0,1.0,1.0,4,30.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
2569,1,1,1,1.0,26,37.75465,-122.4002,12,0,3,1.0,2.0,2.0,4,5.0,59.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,215.0
2570,0,3,1,2.0,21,37.73315,-122.44436,15,1,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
2571,0,1,0,1.0,22,37.7758,-122.49772,11,0,2,1.0,1.0,1.0,4,2.0,128.0,88.0,9.0,9.0,10.0,9.0,9.0,8.0,249.0
2572,0,3,0,1.0,17,37.79485,-122.41329,1,0,2,1.0,0.0,1.0,4,31.0,6.0,92.0,9.0,10.0,10.0,10.0,10.0,9.0,130.0
2573,0,1,0,1.0,16,37.75728,-122.42097,1,0,2,1.0,1.0,1.0,4,1.0,26.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0
2575,0,3,0,3.0,29,37.79734,-122.41571,1,0,3,1.0,3.0,3.0,4,90.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
2576,1,1,0,1.0,1,37.74667,-122.40768,15,1,2,1.0,1.0,1.0,4,2.0,97.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
2577,0,3,1,106.0,6,37.7893,-122.41304,20,0,4,1.0,1.0,2.0,4,2.0,52.0,95.0,10.0,10.0,9.0,10.0,9.0,9.0,288.0
2578,1,3,1,6.0,17,37.79011,-122.41658,1,0,2,1.0,1.0,1.0,4,30.0,11.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,115.0
2579,0,3,1,3.0,15,37.80006,-122.44616,8,0,4,1.0,2.0,4.0,4,30.0,7.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,199.0
2580,1,1,0,4.0,20,37.72561,-122.47036,15,1,4,1.0,2.0,3.0,4,2.0,61.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,139.0
2581,0,1,0,3.0,18,37.75276,-122.43546,1,0,4,1.0,2.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,131.0
2583,0,1,0,1.0,35,37.77418,-122.43196,1,0,4,1.0,1.0,2.0,4,2.0,16.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,159.0
2584,0,3,0,1.0,31,37.77475,-122.39407,8,0,2,2.0,1.0,1.0,4,90.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
2585,0,3,1,1.0,25,37.73907,-122.47727,1,0,4,1.0,1.0,2.0,4,3.0,105.0,91.0,10.0,9.0,10.0,9.0,9.0,9.0,140.0
2587,0,3,1,2.0,35,37.7823,-122.44046,1,0,6,1.0,2.0,6.0,4,1.0,29.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,239.0
2588,0,3,0,87.0,6,37.78394,-122.40991,1,0,2,1.0,0.0,1.0,4,30.0,2.0,70.0,10.0,8.0,9.0,9.0,5.0,8.0,78.0
2589,1,1,0,3.0,1,37.74625,-122.42361,8,1,2,1.0,1.0,1.0,4,3.0,39.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
2590,0,1,0,2.0,23,37.76359,-122.48245,15,1,3,1.0,1.0,1.0,4,2.0,163.0,87.0,9.0,8.0,10.0,10.0,10.0,9.0,55.0
2592,0,1,0,1.0,13,37.76294,-122.46931,15,1,2,1.0,1.0,1.0,4,30.0,25.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
2593,0,1,0,1.0,1,37.74819,-122.40914,1,0,2,1.0,1.0,1.0,4,2.0,21.0,86.0,10.0,9.0,10.0,9.0,9.0,9.0,150.0
2594,1,1,0,1.0,21,37.73103,-122.44218,21,0,2,1.0,1.0,1.0,4,3.0,59.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
2595,1,3,0,1.0,16,37.75177,-122.41543,1,0,2,1.0,0.0,1.0,4,3.0,137.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
2596,0,3,0,1.0,18,37.74307,-122.43034,1,0,6,1.0,3.0,3.0,4,4.0,16.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,390.0
2597,0,1,1,1.0,34,37.73615,-122.45143,15,0,5,2.0,3.0,2.0,4,31.0,3.0,100.0,10.0,9.0,10.0,9.0,10.0,9.0,275.0
2598,1,1,0,2.0,2,37.76364,-122.43474,15,1,2,1.0,1.0,1.0,4,3.0,56.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
2599,0,3,0,1.0,12,37.77384,-122.4711,8,0,5,2.0,3.0,3.0,4,7.0,8.0,98.0,10.0,9.0,10.0,10.0,10.0,9.0,360.0
2600,1,1,0,2.0,2,37.76406,-122.43392,15,1,2,1.0,1.0,1.0,4,3.0,66.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,160.0
2601,1,3,0,2.0,35,37.77779,-122.43207,8,1,2,1.0,1.0,1.0,4,1.0,34.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2602,1,3,0,35.0,3,37.79216,-122.4065,1,0,2,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,123.0
2603,1,1,0,4.0,20,37.72468,-122.47131,15,1,2,1.0,1.0,1.0,4,3.0,85.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,99.0
2604,0,1,1,8.0,0,37.7354,-122.38701,15,1,2,1.0,1.0,2.0,4,30.0,7.0,83.0,9.0,8.0,9.0,10.0,8.0,10.0,59.0
2605,1,0,1,5.0,18,37.74495,-122.42992,15,1,2,1.0,1.0,1.0,4,1.0,205.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
2606,1,0,1,5.0,18,37.74539,-122.43046,15,1,2,1.0,1.0,1.0,4,1.0,294.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
2607,1,1,0,1.0,1,37.74377,-122.41828,1,0,4,1.0,2.0,2.0,4,3.0,116.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,208.0
2608,1,1,0,1.0,1,37.73691,-122.41083,11,1,2,1.0,1.0,2.0,4,2.0,174.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,75.0
2609,1,1,0,2.0,18,37.75356,-122.44223,15,1,2,1.0,1.0,1.0,4,30.0,9.0,93.0,10.0,9.0,9.0,10.0,9.0,8.0,101.0
2612,1,3,0,1.0,12,37.77966,-122.46662,1,0,4,1.0,1.0,2.0,4,30.0,16.0,99.0,10.0,9.0,10.0,10.0,10.0,9.0,118.0
2614,1,3,0,6.0,35,37.77665,-122.44127,1,0,2,1.0,1.0,1.0,4,30.0,29.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,136.0
2615,0,3,0,1.0,0,37.72052,-122.39151,15,0,3,1.0,1.0,1.0,4,1.0,70.0,91.0,10.0,10.0,10.0,10.0,8.0,9.0,108.0
2616,0,1,1,28.0,6,37.7874,-122.40845,1,1,2,1.0,1.0,1.0,4,1.0,43.0,87.0,9.0,9.0,9.0,9.0,10.0,9.0,110.0
2617,0,1,1,28.0,6,37.78726,-122.40955,1,1,2,1.0,1.0,1.0,4,1.0,56.0,90.0,10.0,9.0,10.0,9.0,10.0,9.0,110.0
2619,0,3,0,1.0,16,37.75675,-122.42467,1,1,2,1.0,1.0,1.0,4,1.0,160.0,88.0,9.0,8.0,10.0,10.0,10.0,9.0,105.0
2620,0,3,0,1.0,18,37.74948,-122.42998,8,0,10,2.0,3.0,4.0,4,30.0,41.0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,425.0
2621,0,0,0,1.0,29,37.79795,-122.41091,1,0,2,1.0,0.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
2622,0,0,0,2.0,35,37.77211,-122.43204,8,0,6,2.0,3.0,4.0,4,30.0,2.0,100.0,10.0,10.0,8.0,10.0,9.0,10.0,350.0
2623,0,1,0,4.0,7,37.72722,-122.41951,15,0,5,1.0,2.0,2.0,4,1.0,97.0,87.0,9.0,8.0,10.0,10.0,9.0,9.0,183.0
2624,0,1,1,1.0,17,37.79515,-122.41909,5,0,4,1.0,0.0,2.0,4,30.0,99.0,91.0,10.0,10.0,10.0,10.0,10.0,9.0,130.0
2625,0,0,1,2.0,23,37.75746,-122.48286,15,1,1,1.0,1.0,1.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,45.0
2626,0,1,0,1.0,1,37.74662,-122.41503,1,0,4,1.0,2.0,2.0,4,3.0,15.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,225.0
2627,0,3,0,2.0,18,37.75136,-122.42937,1,0,2,1.0,1.0,1.0,4,30.0,5.0,88.0,9.0,10.0,10.0,10.0,10.0,8.0,201.0
2629,0,3,0,1.0,31,37.78754,-122.38824,17,0,2,1.0,1.0,1.0,4,30.0,5.0,85.0,9.0,8.0,9.0,9.0,10.0,10.0,220.0
2630,1,1,0,2.0,25,37.73739,-122.50635,11,0,4,1.0,1.0,2.0,4,1.0,164.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,140.0
2632,0,3,0,3.0,31,37.78859,-122.39118,1,1,1,1.0,1.0,1.0,4,30.0,25.0,94.0,10.0,10.0,10.0,9.0,10.0,10.0,169.0
2633,1,3,0,1.0,35,37.77618,-122.43217,1,0,2,1.0,0.0,1.0,4,1.0,182.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
2634,0,3,1,5.0,19,37.79863,-122.40611,1,1,2,1.0,1.0,1.0,4,30.0,78.0,85.0,9.0,9.0,10.0,9.0,9.0,9.0,70.0
2636,0,1,0,2.0,23,37.76476,-122.48396,15,1,4,1.0,1.0,2.0,4,30.0,4.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,85.0
2637,0,1,0,2.0,29,37.79812,-122.40741,1,0,4,1.0,2.0,2.0,4,30.0,2.0,80.0,7.0,6.0,9.0,9.0,9.0,8.0,145.0
2638,1,3,0,1.0,32,37.75266,-122.45293,15,1,2,1.0,1.0,1.0,4,2.0,107.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
2639,0,0,0,25.0,19,37.79925,-122.4046,2,2,2,0.0,1.0,1.0,4,1.0,59.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,69.0
2640,1,1,1,4.0,33,37.71174,-122.39891,11,0,8,2.0,2.0,4.0,4,2.0,87.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,250.0
2641,0,0,1,31.0,2,37.7583,-122.43225,20,0,2,1.0,1.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,182.0
2643,0,3,0,4.0,21,37.72701,-122.44153,15,1,2,1.0,1.0,1.0,4,30.0,110.0,90.0,9.0,9.0,10.0,10.0,9.0,9.0,97.0
2644,0,3,0,1.0,23,37.76496,-122.47906,1,1,4,1.0,1.0,1.0,4,30.0,1.0,80.0,10.0,10.0,6.0,10.0,10.0,8.0,85.0
2645,1,1,1,3.0,22,37.77526,-122.48875,11,0,2,1.0,1.0,1.0,4,1.0,102.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0
2646,0,0,1,1.0,35,37.77589,-122.43274,15,0,5,1.0,2.0,2.0,4,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0
