,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
4072,0,1,1,2.0,7,37.72029,-122.43114,1,0,2,1.0,1.0,1.0,4,30.0,5.0,84.0,9.0,8.0,10.0,10.0,9.0,9.0,110.0
4073,0,0,1,2.0,7,37.71856,-122.4314,1,1,2,1.0,1.0,1.0,4,30.0,11.0,95.0,10.0,9.0,9.0,10.0,9.0,9.0,72.0
4074,0,0,1,12.0,33,37.71548,-122.4307,22,1,2,3.0,1.0,1.0,4,1.0,52.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,58.0
4075,1,1,0,852.0,19,37.80463,-122.4063,8,0,2,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,166.0
4076,1,1,1,1.0,1,37.74688,-122.40864,8,1,2,1.0,1.0,1.0,4,2.0,155.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
4077,0,1,0,1.0,18,37.74497,-122.43287,1,0,4,1.0,1.0,1.0,4,30.0,7.0,97.0,9.0,10.0,10.0,10.0,10.0,10.0,140.0
4078,1,1,1,1.0,4,37.7158,-122.44006,15,1,2,1.0,1.0,1.0,4,2.0,42.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,119.0
4079,0,3,1,1199.0,31,37.77904,-122.41319,1,0,2,1.0,1.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,9.0,8.0,147.0
4080,1,1,0,3.0,33,37.71834,-122.40353,15,1,2,1.0,1.0,1.0,4,2.0,27.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,125.0
4081,0,1,1,1.0,1,37.74719,-122.40561,1,0,5,2.0,2.0,1.0,4,2.0,14.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,320.0
4082,0,0,1,1.0,19,37.80255,-122.40771,8,1,1,2.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
4084,1,0,1,1.0,32,37.74749,-122.45039,15,1,2,1.0,1.0,1.0,4,2.0,42.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
4085,0,0,0,8.0,15,37.80257,-122.43585,1,0,10,2.0,3.0,5.0,4,30.0,8.0,93.0,10.0,9.0,10.0,9.0,10.0,9.0,260.0
4087,1,1,0,1.0,35,37.77897,-122.44535,11,0,2,1.0,0.0,1.0,4,5.0,18.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
4088,1,1,1,2.0,2,37.76455,-122.42918,15,0,4,1.0,2.0,2.0,4,1.0,25.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,349.0
4089,0,0,0,1.0,17,37.79455,-122.41355,15,0,2,1.0,0.0,1.0,4,30.0,1.0,80.0,4.0,8.0,8.0,8.0,10.0,6.0,200.0
4090,0,0,0,1.0,24,37.79532,-122.42799,8,0,2,2.0,2.0,2.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
4091,1,3,0,1.0,9,37.73452,-122.43307,15,1,2,1.0,1.0,1.0,4,1.0,60.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
4093,1,3,1,1.0,25,37.74084,-122.50142,11,0,12,2.0,3.0,6.0,4,2.0,75.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,298.0
4095,1,3,1,1.0,19,37.80293,-122.40576,8,0,4,1.0,1.0,2.0,4,30.0,5.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,151.0
4096,0,3,1,2.0,6,37.78914,-122.41509,1,0,4,1.0,2.0,2.0,4,2.0,105.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,270.0
4097,1,0,0,1.0,16,37.75357,-122.42076,15,1,2,1.0,1.0,1.0,4,1.0,174.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
4098,0,1,0,2.0,16,37.75503,-122.40676,22,0,4,1.0,2.0,2.0,4,2.0,10.0,92.0,9.0,10.0,10.0,10.0,10.0,9.0,300.0
4099,0,3,0,5.0,0,37.72919,-122.38426,22,1,1,1.0,1.0,1.0,4,1.0,40.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,69.0
4100,0,1,0,1.0,16,37.75962,-122.42515,8,1,2,1.0,1.0,1.0,4,2.0,48.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,90.0
4101,1,4,0,82.0,6,37.78746,-122.4093,8,0,4,1.0,0.0,2.0,4,1.0,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,265.0
4102,1,4,0,82.0,6,37.78825,-122.41101,20,0,4,1.0,0.0,2.0,4,1.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0
4103,1,4,0,82.0,6,37.78728,-122.40974,20,0,4,1.0,0.0,2.0,4,1.0,8.0,93.0,9.0,10.0,10.0,9.0,10.0,9.0,249.0
4104,0,3,1,87.0,6,37.78484,-122.41428,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,77.0
4106,0,1,1,4.0,33,37.71389,-122.40813,11,0,3,1.0,2.0,3.0,4,1.0,165.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,125.0
4107,0,1,0,1.0,35,37.77786,-122.43839,1,0,4,1.0,2.0,2.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
4108,1,3,0,6.0,8,37.79118,-122.395,20,0,4,1.0,1.0,1.0,4,180.0,11.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
4109,0,1,1,4.0,33,37.71452,-122.40658,11,0,3,1.0,1.0,2.0,4,1.0,149.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,85.0
4111,1,1,1,1.0,2,37.76101,-122.4435,1,0,4,1.0,2.0,2.0,4,30.0,9.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0
4112,1,1,1,1.0,35,37.78389,-122.42603,8,1,2,1.0,1.0,1.0,4,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,102.0
4113,0,1,1,8.0,0,37.7382,-122.39364,15,1,2,2.0,1.0,1.0,4,30.0,6.0,80.0,9.0,8.0,9.0,10.0,8.0,8.0,69.0
4114,1,1,0,2.0,11,37.7733,-122.44741,8,1,2,1.0,1.0,1.0,4,2.0,19.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
4116,1,4,0,82.0,6,37.78746,-122.41071,19,0,4,1.0,0.0,2.0,4,1.0,3.0,93.0,9.0,9.0,10.0,9.0,10.0,9.0,265.0
4117,0,0,0,3.0,17,37.78986,-122.41148,1,1,1,1.0,0.0,1.0,4,60.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4118,0,1,1,2.0,0,37.73045,-122.39512,11,0,3,1.0,1.0,1.0,4,4.0,40.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,90.0
4119,1,3,1,2.0,6,37.788,-122.4182,1,1,4,1.0,1.0,2.0,4,1.0,82.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,147.0
4120,1,3,0,4.0,17,37.79645,-122.41092,8,1,1,1.0,1.0,1.0,4,2.0,24.0,94.0,9.0,10.0,10.0,10.0,10.0,9.0,69.0
4121,0,0,0,2.0,31,37.78173,-122.40384,22,1,1,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,73.0
4122,0,0,0,1.0,29,37.79817,-122.4186,1,1,2,2.0,1.0,1.0,4,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,240.0
4124,0,0,0,5.0,12,37.7832,-122.4619,15,1,4,2.0,1.0,2.0,4,1.0,134.0,92.0,10.0,9.0,10.0,9.0,10.0,9.0,80.0
4125,1,3,0,2.0,13,37.76462,-122.46949,15,1,3,1.0,1.0,1.0,4,30.0,23.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,71.0
4126,1,1,1,1.0,29,37.79771,-122.41837,11,0,3,1.0,0.0,1.0,4,3.0,55.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,195.0
4127,0,1,1,5.0,6,37.78991,-122.41072,1,1,2,1.0,1.0,1.0,4,1.0,85.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,129.0
4128,0,0,0,43.0,31,37.77392,-122.4166,15,1,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,73.0
4129,0,1,0,1.0,3,37.79775,-122.40742,1,0,4,2.0,2.0,2.0,4,3.0,31.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
4130,0,0,1,4.0,17,37.7957,-122.41938,18,1,2,1.0,0.0,1.0,4,30.0,5.0,90.0,10.0,10.0,9.0,10.0,10.0,9.0,78.0
4131,0,1,0,1.0,21,37.71641,-122.44537,15,1,2,1.0,1.0,2.0,4,2.0,79.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,45.0
4132,0,3,0,3.0,9,37.7407,-122.42521,1,0,2,1.0,1.0,1.0,4,30.0,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
4133,0,3,0,3.0,9,37.73985,-122.42406,1,1,1,1.0,1.0,1.0,4,30.0,2.0,50.0,9.0,9.0,10.0,10.0,10.0,6.0,40.0
4134,1,1,1,2.0,12,37.77583,-122.46837,15,0,4,1.0,2.0,2.0,4,2.0,46.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,282.0
4135,1,1,1,1.0,11,37.77318,-122.44148,1,1,2,1.0,1.0,1.0,4,3.0,54.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
4136,0,3,0,1.0,19,37.80456,-122.41289,1,0,2,1.0,1.0,1.0,4,5.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,275.0
4137,1,0,1,1.0,9,37.73981,-122.43013,12,0,2,1.0,0.0,1.0,4,3.0,48.0,96.0,10.0,9.0,10.0,10.0,9.0,10.0,125.0
4138,1,1,0,1.0,7,37.72959,-122.41906,11,0,2,1.0,2.0,2.0,4,3.0,18.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,175.0
4139,0,3,0,1.0,15,37.80109,-122.43615,1,0,2,1.0,0.0,1.0,4,30.0,2.0,60.0,10.0,4.0,10.0,8.0,10.0,6.0,87.0
4140,0,0,1,1.0,12,37.7791,-122.472,11,0,3,1.0,1.0,2.0,4,2.0,68.0,91.0,10.0,10.0,10.0,10.0,9.0,9.0,84.0
4141,1,1,1,1.0,23,37.76441,-122.50011,1,0,2,1.0,1.0,1.0,4,2.0,78.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,119.0
4142,0,1,1,1.0,35,37.77039,-122.42569,1,0,4,1.0,1.0,1.0,4,30.0,9.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,165.0
4143,1,0,0,1.0,26,37.75037,-122.40228,15,1,2,1.0,1.0,1.0,4,2.0,25.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
4145,1,1,0,3.0,33,37.71891,-122.40284,15,1,2,1.0,1.0,1.0,4,2.0,15.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,125.0
4146,0,3,0,4.0,31,37.77582,-122.40771,8,1,2,1.0,1.0,1.0,4,2.0,47.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0
4147,1,1,1,1.0,23,37.75815,-122.50207,11,0,6,1.0,0.0,4.0,4,2.0,56.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,216.0
4148,0,3,0,33.0,28,37.78781,-122.44976,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,131.0
4149,0,3,1,31.0,0,37.72792,-122.38404,1,0,5,1.0,3.0,3.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
4150,0,3,1,1.0,35,37.7869,-122.44103,1,1,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
4151,1,1,0,2.0,19,37.80544,-122.41277,8,1,2,1.0,1.0,1.0,4,1.0,29.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,125.0
4152,1,1,1,35.0,11,37.76858,-122.4511,13,1,2,5.0,1.0,1.0,4,1.0,25.0,90.0,9.0,8.0,10.0,10.0,10.0,9.0,100.0
4153,1,1,0,35.0,11,37.76999,-122.44938,13,2,1,4.0,1.0,1.0,4,1.0,62.0,94.0,10.0,8.0,10.0,10.0,10.0,9.0,50.0
4154,1,1,1,35.0,11,37.76873,-122.4509,13,2,1,2.0,1.0,1.0,4,1.0,57.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,50.0
4155,1,3,1,1.0,2,37.7571,-122.42629,15,0,5,2.0,3.0,1.0,4,30.0,23.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
4156,1,3,1,2.0,34,37.72736,-122.46256,15,0,6,1.0,2.0,3.0,4,3.0,45.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0
4157,0,0,1,12.0,7,37.72608,-122.41882,15,1,2,1.0,1.0,1.0,4,30.0,3.0,87.0,9.0,8.0,10.0,9.0,9.0,6.0,48.0
4158,1,1,0,1.0,4,37.71446,-122.44223,11,0,5,1.0,0.0,3.0,4,1.0,90.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,71.0
4159,0,1,0,1.0,16,37.74826,-122.42475,1,0,4,1.0,2.0,3.0,4,2.0,8.0,98.0,10.0,10.0,9.0,10.0,10.0,9.0,204.0
4161,1,3,0,1.0,1,37.73786,-122.41661,15,1,3,1.0,1.0,1.0,4,2.0,86.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,75.0
4162,0,3,0,1.0,35,37.78597,-122.44549,11,0,2,1.0,1.0,1.0,4,7.0,61.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
4163,0,3,0,1.0,23,37.75896,-122.48327,1,0,2,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
4164,1,3,0,2.0,33,37.71988,-122.39985,15,0,7,1.0,2.0,4.0,4,1.0,170.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0
4165,1,1,1,1.0,34,37.73247,-122.46879,15,1,2,1.0,1.0,1.0,4,2.0,58.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,159.0
4166,1,3,0,3.0,1,37.73868,-122.41732,15,0,10,2.0,3.0,6.0,4,3.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
4167,0,0,0,1.0,35,37.77145,-122.43239,8,0,5,2.0,3.0,2.0,4,3.0,1.0,100.0,10.0,8.0,10.0,10.0,10.0,8.0,350.0
4168,0,3,0,1.0,2,37.76452,-122.43988,1,0,2,1.0,1.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,107.0
4169,1,1,1,2.0,2,37.76385,-122.42862,22,1,2,1.0,1.0,1.0,4,1.0,142.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,119.0
4171,0,3,0,1.0,9,37.74186,-122.42666,8,0,4,1.0,2.0,3.0,4,2.0,18.0,94.0,10.0,10.0,10.0,9.0,10.0,9.0,198.0
4172,0,3,0,87.0,16,37.7643,-122.41699,1,0,2,1.0,0.0,1.0,4,30.0,3.0,93.0,9.0,7.0,10.0,10.0,7.0,9.0,86.0
4173,1,3,0,1.0,35,37.78341,-122.42615,8,1,1,1.0,1.0,1.0,4,5.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0
4174,1,3,1,7.0,3,37.7919,-122.40826,15,1,1,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
4175,1,1,0,4.0,11,37.7696,-122.45137,1,1,1,1.0,1.0,1.0,4,2.0,7.0,100.0,10.0,10.0,9.0,10.0,10.0,9.0,199.0
4177,1,3,1,2.0,21,37.72676,-122.43893,15,1,2,1.0,1.0,1.0,4,1.0,103.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,130.0
4178,0,1,0,1.0,31,37.78455,-122.38983,1,1,2,1.0,1.0,1.0,4,30.0,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,88.0
4180,0,1,1,1.0,22,37.77423,-122.49167,1,0,6,2.0,3.0,3.0,4,1.0,81.0,90.0,9.0,9.0,10.0,9.0,9.0,9.0,300.0
4181,1,3,1,2.0,6,37.7887,-122.41379,1,1,2,1.0,1.0,1.0,4,1.0,104.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,199.0
4182,1,3,0,2.0,21,37.72988,-122.44969,15,1,2,1.0,1.0,1.0,4,2.0,4.0,95.0,10.0,10.0,10.0,9.0,10.0,10.0,110.0
4183,1,3,1,2.0,6,37.78821,-122.41523,1,1,2,1.0,1.0,1.0,4,1.0,117.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,199.0
4184,0,3,0,1.0,12,37.78537,-122.46472,1,0,2,1.0,0.0,1.0,4,3.0,19.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
4186,1,3,1,2.0,31,37.78097,-122.40305,1,1,2,1.0,1.0,1.0,4,30.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
4187,1,1,1,2.0,12,37.77717,-122.46757,15,1,2,1.0,1.0,1.0,4,2.0,40.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0
4188,0,3,1,2.0,18,37.74217,-122.4291,1,1,2,1.0,1.0,1.0,4,2.0,27.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
4189,0,3,0,1.0,2,37.7692,-122.42998,8,0,2,1.0,1.0,1.0,4,2.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
4190,1,1,0,1.0,20,37.7166,-122.45133,11,0,2,1.0,1.0,1.0,4,2.0,69.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
4191,0,3,0,5.0,6,37.78888,-122.40751,20,0,4,2.0,1.0,2.0,4,3.0,1.0,100.0,8.0,10.0,10.0,10.0,8.0,8.0,500.0
4192,0,0,0,1.0,35,37.78259,-122.43773,8,0,4,1.0,2.0,2.0,4,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0
4193,1,1,0,1.0,35,37.77764,-122.44256,8,0,2,1.0,1.0,1.0,4,4.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0
4196,1,1,1,2.0,35,37.77408,-122.4272,1,0,4,1.0,2.0,2.0,4,2.0,10.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,490.0
4197,0,0,0,4.0,9,37.73892,-122.43024,11,1,2,1.0,1.0,1.0,4,30.0,34.0,92.0,9.0,8.0,10.0,10.0,9.0,9.0,109.0
4198,1,0,0,2.0,0,37.73593,-122.39676,11,0,4,1.0,0.0,2.0,4,1.0,95.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0
4199,0,0,0,18.0,31,37.78734,-122.38955,8,0,2,1.0,1.0,1.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,184.0
4200,1,3,0,1.0,16,37.75097,-122.42503,11,0,2,1.0,0.0,1.0,4,2.0,21.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,149.0
4202,0,1,1,1.0,20,37.72072,-122.46428,15,1,2,1.0,1.0,2.0,4,2.0,71.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,95.0
4203,0,0,1,12.0,7,37.7253,-122.41916,15,1,2,1.0,1.0,1.0,4,30.0,2.0,90.0,10.0,9.0,10.0,10.0,9.0,10.0,48.0
4204,1,1,1,1.0,21,37.73191,-122.43858,11,0,2,1.0,1.0,1.0,4,1.0,39.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
4205,1,1,0,2.0,26,37.75752,-122.38955,8,1,2,1.0,1.0,1.0,4,4.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,124.0
4206,0,3,0,1.0,15,37.80456,-122.42927,1,0,4,1.0,1.0,2.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
4207,1,1,1,3.0,23,37.75314,-122.49382,15,1,4,1.0,1.0,2.0,4,1.0,146.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,118.0
4209,0,3,1,2.0,6,37.78813,-122.41393,19,0,4,1.0,1.0,1.0,4,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
4210,0,3,0,2.0,1,37.73755,-122.42272,15,1,2,2.0,1.0,1.0,4,1.0,50.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,75.0
4211,0,0,1,87.0,6,37.78635,-122.41522,18,0,2,1.0,0.0,1.0,4,30.0,2.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,80.0
4212,0,1,1,3.0,35,37.77261,-122.43523,22,1,1,1.0,1.0,1.0,4,30.0,2.0,90.0,10.0,10.0,10.0,10.0,10.0,9.0,80.0
4213,0,3,0,1.0,21,37.73084,-122.43743,15,1,2,1.0,1.0,1.0,4,1.0,65.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,80.0
4214,0,0,0,1.0,7,37.72063,-122.42917,15,1,2,1.0,1.0,1.0,4,1.0,144.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,60.0
4215,0,3,0,87.0,6,37.78577,-122.41602,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,87.0
4216,1,1,1,3.0,23,37.75265,-122.49513,15,1,2,1.0,1.0,1.0,4,1.0,136.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,80.0
4217,0,0,0,87.0,6,37.78393,-122.40997,1,0,2,1.0,0.0,1.0,4,30.0,4.0,80.0,10.0,10.0,10.0,10.0,8.0,9.0,77.0
4219,1,1,1,1.0,23,37.74905,-122.50583,11,0,2,1.0,1.0,1.0,4,2.0,52.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4220,0,3,0,2.0,31,37.77365,-122.39672,1,2,2,1.0,1.0,1.0,4,30.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0
4221,0,3,0,87.0,6,37.78556,-122.41635,1,0,2,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,86.0
4222,1,1,0,1.0,13,37.76089,-122.46162,1,0,2,1.0,1.0,1.0,4,30.0,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
4223,0,1,1,2.0,23,37.75984,-122.47752,15,0,2,1.0,1.0,1.0,4,2.0,99.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,105.0
4224,1,3,1,1.0,22,37.78108,-122.48858,1,1,1,1.0,1.0,1.0,4,1.0,159.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0
4225,0,1,0,2.0,20,37.72131,-122.46693,15,1,1,1.0,1.0,1.0,4,30.0,3.0,100.0,10.0,8.0,10.0,10.0,9.0,9.0,52.0
4227,0,0,0,1.0,19,37.8006,-122.40995,1,1,1,2.0,1.0,1.0,4,31.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,82.0
4228,1,1,1,2.0,2,37.75877,-122.4319,1,0,3,1.0,1.0,1.0,4,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0
4229,0,0,0,1.0,2,37.7655,-122.42844,1,1,2,1.0,1.0,1.0,4,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,83.0
4230,0,3,1,1.0,9,37.73506,-122.43482,15,0,6,1.0,3.0,0.0,4,4.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0
4231,0,3,0,87.0,6,37.78573,-122.41484,1,0,3,1.0,0.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
4232,1,3,1,5.0,1,37.74608,-122.41769,15,0,6,2.0,3.0,4.0,4,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,400.0
4233,1,1,0,3.0,7,37.73148,-122.41905,15,0,5,3.0,3.0,4.0,1,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0
4235,1,3,0,3.0,31,37.77622,-122.41487,1,0,5,2.0,2.0,4.0,4,1.0,52.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,264.0
4236,0,0,1,2.0,34,37.74267,-122.46872,15,1,2,1.0,1.0,1.0,4,1.0,91.0,92.0,10.0,9.0,10.0,9.0,9.0,9.0,100.0
4237,1,1,1,1.0,16,37.75475,-122.40843,1,1,2,1.0,1.0,1.0,4,2.0,34.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,74.0
4238,1,1,0,1.0,1,37.748,-122.413,1,0,4,1.0,2.0,2.0,4,2.0,22.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
4239,1,3,0,2.0,9,37.73775,-122.43386,11,1,2,1.0,1.0,1.0,4,3.0,10.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
4241,1,1,0,2.0,26,37.75763,-122.388,8,1,2,1.0,1.0,1.0,4,4.0,5.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,140.0
4243,0,1,0,1.0,16,37.77072,-122.42487,15,1,1,1.0,1.0,2.0,4,2.0,28.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
4244,1,0,0,4.0,25,37.74508,-122.47847,15,1,2,1.0,1.0,1.0,4,1.0,43.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,88.0
4245,0,0,0,1.0,35,37.76938,-122.43443,8,0,7,2.0,4.0,4.0,4,4.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0
4246,0,3,1,1.0,9,37.74106,-122.43086,15,0,6,1.0,2.0,2.0,4,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
4247,1,1,0,2.0,23,37.75362,-122.49125,1,0,6,2.0,2.0,3.0,4,1.0,93.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,189.0
4248,1,3,0,4.0,17,37.79535,-122.41078,8,1,2,1.0,1.0,1.0,4,2.0,51.0,97.0,10.0,10.0,10.0,9.0,10.0,9.0,69.0
4249,1,1,0,3.0,16,37.7495,-122.41192,1,1,2,1.0,2.0,2.0,4,4.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
4250,1,1,0,1.0,23,37.76483,-122.48319,1,0,4,1.0,1.0,2.0,4,1.0,66.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
4251,1,3,0,1.0,2,37.75645,-122.42899,9,0,5,1.0,2.0,3.0,4,31.0,13.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,175.0
4252,1,1,0,1.0,16,37.76607,-122.42527,1,1,2,1.0,1.0,1.0,4,3.0,51.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
4253,0,3,0,87.0,16,37.76432,-122.41812,1,0,3,1.0,1.0,1.0,4,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4254,1,1,0,1.0,1,37.74064,-122.41598,15,0,4,1.0,2.0,2.0,4,3.0,30.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0
